date,time_start,hour,price_yuan_per_kwh,emergency_kwh,price_band
2025-06-01,22:30,22,0.4198,85.365,谷(<0.5)
2025-06-01,22:40,22,0.4186,29.9059,谷(<0.5)
2025-06-01,22:50,22,0.4241,3.7363,谷(<0.5)
2025-06-01,23:00,23,0.4237,17.5017,谷(<0.5)
2025-06-01,23:10,23,0.4248,73.5709,谷(<0.5)
2025-06-01,23:20,23,0.424,110.4708,谷(<0.5)
2025-06-01,23:30,23,0.422,113.9142,谷(<0.5)
2025-06-01,23:40,23,0.424,85.2774,谷(<0.5)
2025-06-01,23:50,23,0.4271,75.7797,谷(<0.5)
2025-06-02,00:00,0,0.4276,86.0958,谷(<0.5)
2025-06-02,08:20,8,1.0956,106.5547,峰(0.9-1.25)
2025-06-02,08:30,8,1.0849,370.7425,峰(0.9-1.25)
2025-06-02,08:40,8,1.061,349.4437,峰(0.9-1.25)
2025-06-02,08:50,8,1.043,288.1766,峰(0.9-1.25)
2025-06-02,09:00,9,1.036,209.5196,峰(0.9-1.25)
2025-06-02,09:10,9,1.0147,206.7207,峰(0.9-1.25)
2025-06-02,09:20,9,0.9922,150.168,峰(0.9-1.25)
2025-06-02,09:30,9,0.97,28.1992,峰(0.9-1.25)
2025-06-02,17:10,17,0.9462,79.1424,峰(0.9-1.25)
2025-06-02,17:20,17,0.9742,155.0777,峰(0.9-1.25)
2025-06-02,17:30,17,0.9862,174.7912,峰(0.9-1.25)
2025-06-02,17:40,17,0.976,136.9027,峰(0.9-1.25)
2025-06-02,17:50,17,1.0742,103.4738,峰(0.9-1.25)
2025-06-02,18:00,18,1.2313,144.8935,峰(0.9-1.25)
2025-06-02,18:10,18,1.2561,116.6098,尖(≥1.25)
2025-06-02,18:20,18,1.2447,100.6616,峰(0.9-1.25)
2025-06-02,18:30,18,1.2545,126.3181,尖(≥1.25)
2025-06-02,18:40,18,1.2522,87.6105,尖(≥1.25)
2025-06-02,18:50,18,1.2881,68.9865,尖(≥1.25)
2025-06-02,19:00,19,1.3466,794.065,尖(≥1.25)
2025-06-02,19:10,19,1.3523,819.8878,尖(≥1.25)
2025-06-02,19:20,19,1.3445,886.8582,尖(≥1.25)
2025-06-02,19:30,19,1.3483,907.4425,尖(≥1.25)
2025-06-02,19:40,19,1.349,825.3818,尖(≥1.25)
2025-06-02,19:50,19,1.3473,842.3303,尖(≥1.25)
2025-06-02,20:00,20,1.3482,901.5467,尖(≥1.25)
2025-06-02,20:10,20,1.3513,893.0183,尖(≥1.25)
2025-06-02,20:20,20,1.34,371.9732,尖(≥1.25)
2025-06-02,20:30,20,1.3489,797.6308,尖(≥1.25)
2025-06-02,20:40,20,1.3952,829.0818,尖(≥1.25)
2025-06-02,20:50,20,1.2226,82.0116,峰(0.9-1.25)
2025-06-02,21:00,21,0.9332,42.225,峰(0.9-1.25)
2025-06-02,21:10,21,0.9068,83.437,峰(0.9-1.25)
2025-06-02,21:20,21,0.9371,93.442,峰(0.9-1.25)
2025-06-02,21:30,21,0.9371,119.07,峰(0.9-1.25)
2025-06-02,21:40,21,0.9871,57.6618,峰(0.9-1.25)
2025-06-02,21:50,21,0.7764,40.9434,平(0.5-0.9)
2025-06-02,22:00,22,0.4209,76.5992,谷(<0.5)
2025-06-02,22:20,22,0.4368,47.5776,谷(<0.5)
2025-06-02,22:30,22,0.4198,79.2642,谷(<0.5)
2025-06-02,22:40,22,0.4186,61.4103,谷(<0.5)
2025-06-02,22:50,22,0.4241,68.5253,谷(<0.5)
2025-06-02,23:00,23,0.4237,45.7142,谷(<0.5)
2025-06-02,23:10,23,0.4248,134.2662,谷(<0.5)
2025-06-02,23:20,23,0.424,120.8281,谷(<0.5)
2025-06-02,23:30,23,0.422,40.5525,谷(<0.5)
2025-06-02,23:40,23,0.424,49.0741,谷(<0.5)
2025-06-02,23:50,23,0.4271,72.8143,谷(<0.5)
2025-06-03,00:00,0,0.4276,87.2683,谷(<0.5)
2025-06-03,08:20,8,1.0956,69.4883,峰(0.9-1.25)
2025-06-03,08:30,8,1.0849,414.5996,峰(0.9-1.25)
2025-06-03,08:40,8,1.061,382.501,峰(0.9-1.25)
2025-06-03,08:50,8,1.043,322.0515,峰(0.9-1.25)
2025-06-03,09:00,9,1.036,243.9613,峰(0.9-1.25)
2025-06-03,09:10,9,1.0147,196.0845,峰(0.9-1.25)
2025-06-03,09:20,9,0.9922,172.0571,峰(0.9-1.25)
2025-06-03,09:30,9,0.97,169.2163,峰(0.9-1.25)
2025-06-03,09:40,9,0.9422,185.4169,峰(0.9-1.25)
2025-06-03,09:50,9,0.9569,153.7929,峰(0.9-1.25)
2025-06-03,10:00,10,0.9977,92.7533,峰(0.9-1.25)
2025-06-03,10:10,10,0.9919,80.7539,峰(0.9-1.25)
2025-06-03,10:20,10,0.9588,35.5338,峰(0.9-1.25)
2025-06-03,18:30,18,1.2545,62.8173,尖(≥1.25)
2025-06-03,18:40,18,1.2522,109.8944,尖(≥1.25)
2025-06-03,18:50,18,1.2881,83.8683,尖(≥1.25)
2025-06-03,19:00,19,1.3466,840.7033,尖(≥1.25)
2025-06-03,19:10,19,1.3523,849.0387,尖(≥1.25)
2025-06-03,19:20,19,1.3445,818.2203,尖(≥1.25)
2025-06-03,19:30,19,1.3483,824.9683,尖(≥1.25)
2025-06-03,19:40,19,1.349,884.9849,尖(≥1.25)
2025-06-03,19:50,19,1.3473,914.6182,尖(≥1.25)
2025-06-03,20:00,20,1.3482,844.2667,尖(≥1.25)
2025-06-03,20:10,20,1.3513,789.775,尖(≥1.25)
2025-06-03,20:20,20,1.34,304.392,尖(≥1.25)
2025-06-03,20:30,20,1.3489,805.17,尖(≥1.25)
2025-06-03,20:40,20,1.3952,834.0307,尖(≥1.25)
2025-06-03,20:50,20,1.2226,23.0738,峰(0.9-1.25)
2025-06-03,21:00,21,0.9332,34.4642,峰(0.9-1.25)
2025-06-03,21:10,21,0.9068,80.4371,峰(0.9-1.25)
2025-06-03,21:20,21,0.9371,72.062,峰(0.9-1.25)
2025-06-03,21:30,21,0.9371,99.705,峰(0.9-1.25)
2025-06-03,21:40,21,0.9871,93.6157,峰(0.9-1.25)
2025-06-03,21:50,21,0.7764,74.89,平(0.5-0.9)
2025-06-03,22:00,22,0.4209,23.6617,谷(<0.5)
2025-06-04,08:20,8,1.0956,307.6786,峰(0.9-1.25)
2025-06-04,08:30,8,1.0849,308.8329,峰(0.9-1.25)
2025-06-04,08:40,8,1.061,281.648,峰(0.9-1.25)
2025-06-04,08:50,8,1.043,232.1311,峰(0.9-1.25)
2025-06-04,09:00,9,1.036,166.3938,峰(0.9-1.25)
2025-06-04,09:10,9,1.0147,144.1117,峰(0.9-1.25)
2025-06-04,09:20,9,0.9922,92.4305,峰(0.9-1.25)
2025-06-04,09:30,9,0.97,18.6217,峰(0.9-1.25)
2025-06-04,09:40,9,0.9422,11.7318,峰(0.9-1.25)
2025-06-04,09:50,9,0.9569,32.1242,峰(0.9-1.25)
2025-06-04,10:00,10,0.9977,32.0875,峰(0.9-1.25)
2025-06-04,17:10,17,0.9462,70.5617,峰(0.9-1.25)
2025-06-04,17:20,17,0.9742,84.0149,峰(0.9-1.25)
2025-06-04,17:30,17,0.9862,125.119,峰(0.9-1.25)
2025-06-04,17:40,17,0.976,138.7029,峰(0.9-1.25)
2025-06-04,17:50,17,1.0742,112.6409,峰(0.9-1.25)
2025-06-04,18:00,18,1.2313,88.411,峰(0.9-1.25)
2025-06-04,18:10,18,1.2561,122.0323,尖(≥1.25)
2025-06-04,18:20,18,1.2447,99.5393,峰(0.9-1.25)
2025-06-04,18:30,18,1.2545,73.2729,尖(≥1.25)
2025-06-04,18:40,18,1.2522,69.3266,尖(≥1.25)
2025-06-04,18:50,18,1.2881,94.7753,尖(≥1.25)
2025-06-04,19:00,19,1.3466,800.7708,尖(≥1.25)
2025-06-04,19:10,19,1.3523,844.5603,尖(≥1.25)
2025-06-04,19:20,19,1.3445,819.3373,尖(≥1.25)
2025-06-04,19:30,19,1.3483,713.73,尖(≥1.25)
2025-06-04,19:40,19,1.349,822.8164,尖(≥1.25)
2025-06-04,19:50,19,1.3473,848.9652,尖(≥1.25)
2025-06-04,20:00,20,1.3482,732.6475,尖(≥1.25)
2025-06-04,20:10,20,1.3513,782.0295,尖(≥1.25)
2025-06-04,20:20,20,1.34,326.4858,尖(≥1.25)
2025-06-04,20:30,20,1.3489,835.2167,尖(≥1.25)
2025-06-04,20:40,20,1.3952,859.0485,尖(≥1.25)
2025-06-04,20:50,20,1.2226,40.5704,峰(0.9-1.25)
2025-06-04,21:00,21,0.9332,18.6467,峰(0.9-1.25)
2025-06-04,21:10,21,0.9068,34.3696,峰(0.9-1.25)
2025-06-04,21:20,21,0.9371,86.3211,峰(0.9-1.25)
2025-06-04,21:30,21,0.9371,100.2883,峰(0.9-1.25)
2025-06-04,21:40,21,0.9871,49.958,峰(0.9-1.25)
2025-06-05,09:20,9,0.9922,40.7285,峰(0.9-1.25)
2025-06-05,09:30,9,0.97,47.1525,峰(0.9-1.25)
2025-06-05,09:40,9,0.9422,25.5337,峰(0.9-1.25)
2025-06-05,09:50,9,0.9569,45.1876,峰(0.9-1.25)
2025-06-05,10:00,10,0.9977,34.135,峰(0.9-1.25)
2025-06-05,19:00,19,1.3466,25.0408,尖(≥1.25)
2025-06-05,19:10,19,1.3523,29.2921,尖(≥1.25)
2025-06-05,20:10,20,1.3513,8.7741,尖(≥1.25)
2025-06-05,20:30,20,1.3489,162.8824,尖(≥1.25)
2025-06-05,20:40,20,1.3952,862.1837,尖(≥1.25)
2025-06-05,20:50,20,1.2226,77.0392,峰(0.9-1.25)
2025-06-06,06:50,6,0.8442,52.1959,平(0.5-0.9)
2025-06-06,07:00,7,0.8334,166.8096,平(0.5-0.9)
2025-06-06,07:10,7,0.8092,126.8679,平(0.5-0.9)
2025-06-06,07:20,7,0.7972,73.3521,平(0.5-0.9)
2025-06-06,07:30,7,0.7644,42.24,平(0.5-0.9)
2025-06-06,07:40,7,0.6899,21.0488,平(0.5-0.9)
2025-06-06,20:20,20,1.34,251.7045,尖(≥1.25)
2025-06-06,20:30,20,1.3489,662.1683,尖(≥1.25)
2025-06-06,20:40,20,1.3952,609.2892,尖(≥1.25)
2025-06-07,07:20,7,0.7972,82.5706,平(0.5-0.9)
2025-06-07,07:30,7,0.7644,94.8354,平(0.5-0.9)
2025-06-07,07:40,7,0.6899,41.0567,平(0.5-0.9)
2025-06-07,20:40,20,1.3952,624.2396,尖(≥1.25)
2025-06-07,20:50,20,1.2226,29.9955,峰(0.9-1.25)
2025-06-11,09:40,9,0.9422,121.2853,峰(0.9-1.25)
2025-06-11,09:50,9,0.9569,225.7568,峰(0.9-1.25)
2025-06-11,10:00,10,0.9977,235.2042,峰(0.9-1.25)
2025-06-11,10:10,10,0.9919,222.9822,峰(0.9-1.25)
2025-06-11,10:20,10,0.9588,197.1631,峰(0.9-1.25)
2025-06-11,10:30,10,0.9549,161.09,峰(0.9-1.25)
2025-06-11,10:40,10,0.9839,95.7119,峰(0.9-1.25)
2025-06-11,10:50,10,0.799,4.6553,平(0.5-0.9)
2025-06-11,20:10,20,1.3513,440.6909,尖(≥1.25)
2025-06-11,20:20,20,1.34,128.4604,尖(≥1.25)
2025-06-11,20:30,20,1.3489,762.7169,尖(≥1.25)
2025-06-11,20:40,20,1.3952,800.0896,尖(≥1.25)
2025-06-11,20:50,20,1.2226,20.0185,峰(0.9-1.25)
2025-06-12,20:40,20,1.3952,59.8788,尖(≥1.25)
2025-06-12,20:50,20,1.2226,35.3222,峰(0.9-1.25)
2025-06-12,21:40,21,0.9871,21.9516,峰(0.9-1.25)
2025-06-12,21:50,21,0.7764,12.1074,平(0.5-0.9)
2025-06-17,19:30,19,1.3483,0.8715,尖(≥1.25)
2025-06-19,19:30,19,1.3483,16.6115,尖(≥1.25)
2025-06-24,09:50,9,0.9569,37.4757,峰(0.9-1.25)
2025-06-24,10:00,10,0.9977,296.4787,峰(0.9-1.25)
2025-06-24,10:10,10,0.9919,273.9385,峰(0.9-1.25)
2025-06-24,10:20,10,0.9588,236.779,峰(0.9-1.25)
2025-06-24,10:30,10,0.9549,210.6,峰(0.9-1.25)
2025-06-24,10:40,10,0.9839,176.3445,峰(0.9-1.25)
2025-06-24,10:50,10,0.799,126.4007,平(0.5-0.9)
2025-06-25,19:00,19,1.3466,9.024,尖(≥1.25)
2025-06-26,19:10,19,1.3523,1.5027,尖(≥1.25)
2025-06-26,19:50,19,1.3473,19.74,尖(≥1.25)
2025-06-29,09:20,9,0.9922,4.5579,峰(0.9-1.25)
2025-06-29,09:30,9,0.97,235.6454,峰(0.9-1.25)
2025-06-29,09:40,9,0.9422,208.1854,峰(0.9-1.25)
2025-06-29,09:50,9,0.9569,105.4927,峰(0.9-1.25)
2025-06-29,10:00,10,0.9977,26.9504,峰(0.9-1.25)
2025-06-29,10:10,10,0.9919,16.1283,峰(0.9-1.25)
2025-06-29,20:40,20,1.3952,10.8165,尖(≥1.25)
2025-06-30,10:20,10,0.9588,41.9943,峰(0.9-1.25)
2025-06-30,10:30,10,0.9549,90.2558,峰(0.9-1.25)
2025-06-30,10:40,10,0.9839,68.6556,峰(0.9-1.25)
2025-06-30,19:00,19,1.3466,24.5581,尖(≥1.25)
2025-06-30,19:40,19,1.349,15.9674,尖(≥1.25)
2025-07-01,08:40,8,1.061,218.6567,峰(0.9-1.25)
2025-07-01,08:50,8,1.043,373.5454,峰(0.9-1.25)
2025-07-01,09:00,9,1.036,353.6967,峰(0.9-1.25)
2025-07-01,09:10,9,1.0147,284.2217,峰(0.9-1.25)
2025-07-01,09:20,9,0.9922,180.2485,峰(0.9-1.25)
2025-07-01,09:30,9,0.97,99.7508,峰(0.9-1.25)
2025-07-01,09:40,9,0.9422,104.0871,峰(0.9-1.25)
2025-07-01,09:50,9,0.9569,151.2856,峰(0.9-1.25)
2025-07-01,10:00,10,0.9977,161.6383,峰(0.9-1.25)
2025-07-01,10:10,10,0.9919,79.6183,峰(0.9-1.25)
2025-07-01,19:00,19,1.3466,47.3794,尖(≥1.25)
2025-07-01,19:10,19,1.3523,44.7585,尖(≥1.25)
2025-07-01,19:20,19,1.3445,60.7031,尖(≥1.25)
2025-07-01,19:30,19,1.3483,54.4102,尖(≥1.25)
2025-07-01,19:40,19,1.349,77.4649,尖(≥1.25)
2025-07-01,19:50,19,1.3473,77.7618,尖(≥1.25)
2025-07-01,20:00,20,1.3482,111.146,尖(≥1.25)
2025-07-01,20:10,20,1.3513,78.7946,尖(≥1.25)
2025-07-01,20:30,20,1.3489,505.3823,尖(≥1.25)
2025-07-01,20:40,20,1.3952,884.9216,尖(≥1.25)
2025-07-01,20:50,20,1.2226,102.287,峰(0.9-1.25)
2025-07-01,21:00,21,0.9332,76.6723,峰(0.9-1.25)
2025-07-01,21:10,21,0.9068,87.9059,峰(0.9-1.25)
2025-07-01,21:20,21,0.9371,62.5978,峰(0.9-1.25)
2025-07-01,21:30,21,0.9371,64.2606,峰(0.9-1.25)
2025-07-01,21:40,21,0.9871,147.8704,峰(0.9-1.25)
2025-07-01,21:50,21,0.7764,163.231,平(0.5-0.9)
2025-07-01,22:20,22,0.4368,40.4996,谷(<0.5)
2025-07-01,22:30,22,0.4198,137.6923,谷(<0.5)
2025-07-01,22:40,22,0.4186,132.1397,谷(<0.5)
2025-07-01,22:50,22,0.4241,87.1723,谷(<0.5)
2025-07-01,23:00,23,0.4237,31.1559,谷(<0.5)
2025-07-01,23:10,23,0.4248,88.3107,谷(<0.5)
2025-07-01,23:20,23,0.424,139.1454,谷(<0.5)
2025-07-01,23:30,23,0.422,124.6767,谷(<0.5)
2025-07-01,23:40,23,0.424,114.2508,谷(<0.5)
2025-07-01,23:50,23,0.4271,133.5354,谷(<0.5)
2025-07-02,00:00,0,0.4276,149.3481,谷(<0.5)
2025-07-02,09:10,9,1.0147,33.3443,峰(0.9-1.25)
2025-07-02,09:20,9,0.9922,57.8035,峰(0.9-1.25)
2025-07-02,09:30,9,0.97,79.215,峰(0.9-1.25)
2025-07-02,09:40,9,0.9422,62.9164,峰(0.9-1.25)
2025-07-02,09:50,9,0.9569,0.7971,峰(0.9-1.25)
2025-07-02,19:00,19,1.3466,54.5427,尖(≥1.25)
2025-07-02,19:10,19,1.3523,105.4282,尖(≥1.25)
2025-07-02,19:20,19,1.3445,116.6216,尖(≥1.25)
2025-07-02,19:30,19,1.3483,77.9862,尖(≥1.25)
2025-07-02,19:40,19,1.349,11.6567,尖(≥1.25)
2025-07-02,19:50,19,1.3473,52.1152,尖(≥1.25)
2025-07-02,20:00,20,1.3482,153.8319,尖(≥1.25)
2025-07-02,20:10,20,1.3513,110.3366,尖(≥1.25)
2025-07-02,20:30,20,1.3489,860.3824,尖(≥1.25)
2025-07-02,20:40,20,1.3952,903.3456,尖(≥1.25)
2025-07-02,20:50,20,1.2226,129.8793,峰(0.9-1.25)
2025-07-02,21:00,21,0.9332,96.4648,峰(0.9-1.25)
2025-07-02,21:10,21,0.9068,76.143,峰(0.9-1.25)
2025-07-02,21:20,21,0.9371,33.8485,峰(0.9-1.25)
2025-07-02,21:30,21,0.9371,35.2279,峰(0.9-1.25)
2025-07-02,21:40,21,0.9871,93.7251,峰(0.9-1.25)
2025-07-02,21:50,21,0.7764,116.7469,平(0.5-0.9)
2025-07-02,22:00,22,0.4209,9.1365,谷(<0.5)
2025-07-02,22:10,22,0.3859,106.1404,谷(<0.5)
2025-07-02,22:20,22,0.4368,189.4325,谷(<0.5)
2025-07-02,22:30,22,0.4198,37.074,谷(<0.5)
2025-07-02,22:40,22,0.4186,105.4498,谷(<0.5)
2025-07-02,22:50,22,0.4241,143.7866,谷(<0.5)
2025-07-02,23:00,23,0.4237,68.9775,谷(<0.5)
2025-07-02,23:10,23,0.4248,76.6449,谷(<0.5)
2025-07-02,23:20,23,0.424,95.9366,谷(<0.5)
2025-07-02,23:30,23,0.422,153.3883,谷(<0.5)
2025-07-02,23:40,23,0.424,84.0095,谷(<0.5)
2025-07-02,23:50,23,0.4271,67.1082,谷(<0.5)
2025-07-03,00:00,0,0.4276,125.3417,谷(<0.5)
2025-07-03,08:30,8,1.0849,136.4059,峰(0.9-1.25)
2025-07-03,08:40,8,1.061,265.7947,峰(0.9-1.25)
2025-07-03,08:50,8,1.043,219.647,峰(0.9-1.25)
2025-07-03,09:00,9,1.036,262.0542,峰(0.9-1.25)
2025-07-03,09:10,9,1.0147,246.3209,峰(0.9-1.25)
2025-07-03,09:20,9,0.9922,210.8041,峰(0.9-1.25)
2025-07-03,09:30,9,0.97,186.7329,峰(0.9-1.25)
2025-07-03,09:40,9,0.9422,152.1831,峰(0.9-1.25)
2025-07-03,09:50,9,0.9569,97.3462,峰(0.9-1.25)
2025-07-03,10:00,10,0.9977,53.7108,峰(0.9-1.25)
2025-07-03,10:10,10,0.9919,62.2489,峰(0.9-1.25)
2025-07-03,10:20,10,0.9588,54.4485,峰(0.9-1.25)
2025-07-03,10:30,10,0.9549,6.9358,峰(0.9-1.25)
2025-07-03,19:00,19,1.3466,46.1766,尖(≥1.25)
2025-07-03,19:50,19,1.3473,307.2487,尖(≥1.25)
2025-07-03,20:00,20,1.3482,794.5308,尖(≥1.25)
2025-07-03,20:10,20,1.3513,811.4284,尖(≥1.25)
2025-07-03,20:20,20,1.34,209.6599,尖(≥1.25)
2025-07-03,20:30,20,1.3489,873.056,尖(≥1.25)
2025-07-03,20:40,20,1.3952,901.0391,尖(≥1.25)
2025-07-03,20:50,20,1.2226,110.3934,峰(0.9-1.25)
2025-07-03,21:00,21,0.9332,63.9479,峰(0.9-1.25)
2025-07-03,21:10,21,0.9068,142.6877,峰(0.9-1.25)
2025-07-03,21:20,21,0.9371,142.204,峰(0.9-1.25)
2025-07-03,21:30,21,0.9371,93.2429,峰(0.9-1.25)
2025-07-03,21:40,21,0.9871,105.8983,峰(0.9-1.25)
2025-07-03,22:00,22,0.4209,24.8475,谷(<0.5)
2025-07-03,23:40,23,0.424,22.4697,谷(<0.5)
2025-07-03,23:50,23,0.4271,2.0535,谷(<0.5)
2025-07-06,09:20,9,0.9922,165.8764,峰(0.9-1.25)
2025-07-06,09:30,9,0.97,137.5321,峰(0.9-1.25)
2025-07-06,09:40,9,0.9422,5.469,峰(0.9-1.25)
2025-07-06,10:00,10,0.9977,99.7175,峰(0.9-1.25)
2025-07-06,10:10,10,0.9919,96.0671,峰(0.9-1.25)
2025-07-06,19:00,19,1.3466,37.2493,尖(≥1.25)
2025-07-06,19:40,19,1.349,58.8974,尖(≥1.25)
2025-07-06,19:50,19,1.3473,832.7917,尖(≥1.25)
2025-07-06,20:00,20,1.3482,724.7169,尖(≥1.25)
2025-07-06,20:10,20,1.3513,823.9633,尖(≥1.25)
2025-07-06,20:20,20,1.34,270.5794,尖(≥1.25)
2025-07-06,20:30,20,1.3489,837.3948,尖(≥1.25)
2025-07-06,20:40,20,1.3952,804.7502,尖(≥1.25)
2025-07-06,20:50,20,1.2226,44.6459,峰(0.9-1.25)
2025-07-06,21:00,21,0.9332,23.7368,峰(0.9-1.25)
2025-07-07,19:50,19,1.3473,6.0544,尖(≥1.25)
2025-07-09,19:30,19,1.3483,15.2067,尖(≥1.25)
2025-07-13,19:20,19,1.3445,20.0545,尖(≥1.25)
2025-07-13,20:00,20,1.3482,20.2083,尖(≥1.25)
2025-07-17,20:40,20,1.3952,569.5264,尖(≥1.25)
2025-07-21,20:00,20,1.3482,311.7606,尖(≥1.25)
2025-07-21,20:10,20,1.3513,697.3084,尖(≥1.25)
2025-07-21,20:20,20,1.34,122.2285,尖(≥1.25)
2025-07-21,20:30,20,1.3489,708.7635,尖(≥1.25)
2025-07-21,20:40,20,1.3952,802.3201,尖(≥1.25)
2025-07-23,20:10,20,1.3513,521.2753,尖(≥1.25)
2025-07-23,20:20,20,1.34,50.5468,尖(≥1.25)
2025-07-23,20:30,20,1.3489,760.874,尖(≥1.25)
2025-07-23,20:40,20,1.3952,755.4213,尖(≥1.25)
2025-07-23,20:50,20,1.2226,22.509,峰(0.9-1.25)
2025-07-24,20:40,20,1.3952,382.367,尖(≥1.25)
2025-07-27,08:40,8,1.061,10.256,峰(0.9-1.25)
2025-07-27,08:50,8,1.043,349.1038,峰(0.9-1.25)
2025-07-27,09:00,9,1.036,294.3496,峰(0.9-1.25)
2025-07-27,09:10,9,1.0147,265.8663,峰(0.9-1.25)
2025-07-27,09:20,9,0.9922,167.8757,峰(0.9-1.25)
2025-07-27,09:30,9,0.97,21.6737,峰(0.9-1.25)
2025-07-28,09:30,9,0.97,44.0018,峰(0.9-1.25)
2025-07-28,09:40,9,0.9422,98.7956,峰(0.9-1.25)
2025-07-28,09:50,9,0.9569,20.2879,峰(0.9-1.25)
2025-07-28,10:00,10,0.9977,36.5208,峰(0.9-1.25)
2025-07-28,10:10,10,0.9919,10.7056,峰(0.9-1.25)
2025-07-28,10:20,10,0.9588,19.561,峰(0.9-1.25)
2025-07-28,10:30,10,0.9549,48.1983,峰(0.9-1.25)
2025-07-28,19:50,19,1.3473,440.6442,尖(≥1.25)
2025-07-28,20:00,20,1.3482,693.5479,尖(≥1.25)
2025-07-28,20:10,20,1.3513,724.7842,尖(≥1.25)
2025-07-28,20:20,20,1.34,79.0064,尖(≥1.25)
2025-07-28,20:30,20,1.3489,761.0385,尖(≥1.25)
2025-07-28,20:40,20,1.3952,730.1068,尖(≥1.25)
2025-07-29,19:00,19,1.3466,9.5037,尖(≥1.25)
2025-07-29,20:40,20,1.3952,34.6843,尖(≥1.25)
2025-07-29,20:50,20,1.2226,67.0831,峰(0.9-1.25)
2025-07-31,20:10,20,1.3513,21.6753,尖(≥1.25)
2025-08-03,19:40,19,1.349,33.0323,尖(≥1.25)
2025-08-03,19:50,19,1.3473,33.6808,尖(≥1.25)
2025-08-03,20:00,20,1.3482,53.1525,尖(≥1.25)
2025-08-03,22:40,22,0.4186,21.5897,谷(<0.5)
2025-08-03,22:50,22,0.4241,17.9464,谷(<0.5)
2025-08-03,23:00,23,0.4237,7.0792,谷(<0.5)
2025-08-07,20:10,20,1.3513,7.9251,尖(≥1.25)
2025-08-10,20:10,20,1.3513,64.3623,尖(≥1.25)
2025-08-10,20:20,20,1.34,400.5522,尖(≥1.25)
2025-08-10,20:30,20,1.3489,842.8783,尖(≥1.25)
2025-08-10,20:40,20,1.3952,849.4488,尖(≥1.25)
2025-08-10,20:50,20,1.2226,9.022,峰(0.9-1.25)
2025-08-11,19:30,19,1.3483,28.8425,尖(≥1.25)
2025-08-11,20:40,20,1.3952,727.1931,尖(≥1.25)
2025-08-11,20:50,20,1.2226,7.8622,峰(0.9-1.25)
2025-08-12,19:20,19,1.3445,25.2286,尖(≥1.25)
2025-08-12,19:50,19,1.3473,7.5596,尖(≥1.25)
2025-08-12,20:00,20,1.3482,16.5675,尖(≥1.25)
2025-08-12,20:30,20,1.3489,223.7844,尖(≥1.25)
2025-08-12,20:40,20,1.3952,807.1041,尖(≥1.25)
2025-08-12,20:50,20,1.2226,1.0202,峰(0.9-1.25)
2025-08-12,21:00,21,0.9332,37.1083,峰(0.9-1.25)
2025-08-13,19:20,19,1.3445,38.1179,尖(≥1.25)
2025-08-13,20:40,20,1.3952,23.2523,尖(≥1.25)
2025-08-13,21:30,21,0.9371,20.4224,峰(0.9-1.25)
2025-08-13,21:40,21,0.9871,36.056,峰(0.9-1.25)
2025-08-13,21:50,21,0.7764,6.8576,平(0.5-0.9)
2025-08-13,22:00,22,0.4209,9.2075,谷(<0.5)
2025-08-14,19:00,19,1.3466,42.87,尖(≥1.25)
2025-08-14,20:40,20,1.3952,25.8726,尖(≥1.25)
2025-08-14,21:00,21,0.9332,1.9777,峰(0.9-1.25)
2025-08-14,21:10,21,0.9068,56.0815,峰(0.9-1.25)
2025-08-14,21:20,21,0.9371,67.4909,峰(0.9-1.25)
2025-08-14,21:50,21,0.7764,3.2861,平(0.5-0.9)
2025-08-15,06:40,6,0.8601,193.47,平(0.5-0.9)
2025-08-15,06:50,6,0.8442,202.0269,平(0.5-0.9)
2025-08-15,07:00,7,0.8334,169.7808,平(0.5-0.9)
2025-08-15,07:10,7,0.8092,116.0776,平(0.5-0.9)
2025-08-15,07:20,7,0.7972,45.4064,平(0.5-0.9)
2025-08-16,06:50,6,0.8442,56.8067,平(0.5-0.9)
2025-08-16,07:00,7,0.8334,139.5263,平(0.5-0.9)
2025-08-16,07:10,7,0.8092,130.5462,平(0.5-0.9)
2025-08-16,07:20,7,0.7972,42.7184,平(0.5-0.9)
2025-08-17,19:20,19,1.3445,10.7312,尖(≥1.25)
2025-08-17,19:40,19,1.349,1.8595,尖(≥1.25)
2025-08-17,20:40,20,1.3952,624.3732,尖(≥1.25)
2025-08-18,19:10,19,1.3523,20.3871,尖(≥1.25)
2025-08-18,20:30,20,1.3489,22.7,尖(≥1.25)
2025-08-18,21:50,21,0.7764,8.6691,平(0.5-0.9)
2025-08-18,22:00,22,0.4209,2.5033,谷(<0.5)
2025-08-20,08:30,8,1.0849,13.8426,峰(0.9-1.25)
2025-08-20,08:40,8,1.061,309.454,峰(0.9-1.25)
2025-08-20,08:50,8,1.043,288.1415,峰(0.9-1.25)
2025-08-20,09:00,9,1.036,282.3388,峰(0.9-1.25)
2025-08-20,09:10,9,1.0147,244.5371,峰(0.9-1.25)
2025-08-20,09:20,9,0.9922,151.9169,峰(0.9-1.25)
2025-08-20,09:30,9,0.97,43.745,峰(0.9-1.25)
2025-08-20,20:00,20,1.3482,356.1874,尖(≥1.25)
2025-08-20,20:10,20,1.3513,833.7105,尖(≥1.25)
2025-08-20,20:20,20,1.34,432.9636,尖(≥1.25)
2025-08-20,20:30,20,1.3489,749.67,尖(≥1.25)
